,polarity,subjectivity,pseudo_tweets_count,Close
2015-06-15,0.09492949294929491,0.3182055705570557,101,250.38
2015-06-16,0.10881979753736828,0.28573082577799547,106,253.12
2015-06-17,0.10279382977057398,0.2668172519771356,86,260.41
2015-06-18,0.1474537396480331,0.3873818934688501,115,261.89
2015-06-19,0.16257854602880117,0.36420739832729626,196,262.51
2015-06-22,0.1396364684005133,0.25444372419091527,89,259.79
2015-06-23,0.145130653153909,0.3622112039553898,129,267.67
2015-06-24,0.21862499282598724,0.3714611619441165,88,265.17
2015-06-25,0.1343316648629149,0.33847295875420874,120,268.79
2015-06-26,0.12861767112465436,0.2774318605044862,179,267.09
2015-06-29,0.11008706323438468,0.41702935457399726,56,262.02
2015-06-30,0.0988044561258847,0.3780348553562837,84,268.26
2015-07-01,0.10162363067292644,0.309307867406459,71,269.15
2015-07-02,0.1220448709786945,0.2867184761605177,289,280.02
2015-07-06,0.18196098307013797,0.22240841513728837,71,279.72
2015-07-07,0.1233554693763027,0.28533605900272574,90,267.88
2015-07-08,0.08201929155500583,0.23034439634439638,105,254.96
2015-07-09,0.1477408963585434,0.3182693744164332,85,257.92
2015-07-10,0.2309803611920958,0.40449876559570436,343,259.15
2015-07-13,0.138713768115942,0.26487373737373743,69,262.16
2015-07-14,0.13497053872053874,0.2540427559912854,68,265.65
2015-07-15,0.16958649407434134,0.3751066551760996,108,263.14
2015-07-16,0.1329786119512147,0.3304671470082428,146,266.68
2015-07-17,0.06487182152822552,0.28834716042638864,609,274.66
2015-07-20,0.04862297436841709,0.24814847189847195,117,282.26
2015-07-21,0.07973245248824454,0.29415743643329845,145,266.77
2015-07-22,0.043713816304177755,0.29257777864705575,83,267.87
2015-07-23,0.06689469320066334,0.3745315091210614,67,267.2
2015-07-24,0.0696771148989899,0.2411641414141414,150,265.41
2015-07-27,0.1199147269799444,0.3469916556873078,69,253.01
2015-07-28,0.1432509881422925,0.20532938076416338,46,264.82
2015-07-29,0.1497052505575233,0.32037160020114563,132,263.82
2015-07-30,0.18930606743106743,0.35686173186173187,111,266.79
2015-07-31,0.19437878377485698,0.4004987057289689,190,266.15
2015-08-03,0.1393325205034066,0.28968451848198684,79,259.99
2015-08-04,0.18192091836734695,0.32133228676085823,70,266.28
2015-08-05,0.0522147192614126,0.22910363585327262,344,270.13
2015-08-06,0.02317152894933226,0.2993417190108371,544,246.13
2015-08-07,0.03190575976344047,0.3762477690389337,498,242.51
2015-08-10,0.08817335608913998,0.29442390511246413,236,241.14
2015-08-11,0.05607677111248539,0.2691785225356655,105,237.37
2015-08-12,0.11453874058040725,0.29708643979477306,84,238.17
2015-08-13,0.11766587184270104,0.260545617811878,246,242.51
2015-08-14,0.07245859627461738,0.2371456453366665,284,243.15
2015-08-17,0.09503014108541744,0.32403069338998974,199,254.99
2015-08-18,0.06751139715741486,0.284277509609368,113,260.72
2015-08-19,0.09938619586805075,0.25272840249654754,186,255.25
2015-08-20,0.07700636523969859,0.29630950777617443,150,242.18
2015-08-21,0.09368842486489548,0.27280524078318186,340,230.77
2015-08-24,0.11042980023448777,0.35616537397787407,96,218.87
2015-08-25,0.20518578643578642,0.44280996780996773,78,220.03
2015-08-26,0.09782569941740504,0.31486004908902104,107,224.84
2015-08-27,0.2523306554556553,0.4502241980241985,325,242.99
2015-08-28,0.20860849751155874,0.3765241071691508,343,248.48
2015-08-31,0.1249364668609718,0.26243588644578747,101,249.06
2015-09-01,0.10367733267549445,0.26688364739835313,170,238.63
2015-09-02,0.08904476839464279,0.27971703756879607,199,247.69
2015-09-03,0.14015799624687236,0.31623171315602494,218,245.57
2015-09-04,0.08337260405753558,0.321759160423544,219,241.93
2015-09-08,0.22901397087760722,0.33979260133805594,55,248.17
2015-09-09,0.12883058383058385,0.3392704717704717,74,248.91
2015-09-10,0.07659134724924199,0.27147857989963253,95,248.48
2015-09-11,0.10673711269188657,0.29245049246305527,199,250.24
2015-09-14,0.14298398288632666,0.3083240370740371,156,253.19
2015-09-15,0.08696330123121612,0.26065595922276946,232,253.57
2015-09-16,0.13108533249158252,0.2295880681818182,120,262.25
2015-09-17,0.07425676753801755,0.24410055222555216,130,262.07
2015-09-18,0.11463114736141053,0.28126223192012667,247,260.62
2015-09-21,0.08825861720951009,0.21941262110904963,140,264.2
2015-09-22,0.10785566844204485,0.24449322005501783,89,260.94
2015-09-23,0.13087475611243218,0.3019525740300388,71,261.06
2015-09-24,0.08343405769148345,0.2874801765890874,101,263.12
2015-09-25,0.07729781345775584,0.24134299977959928,347,256.91
2015-09-28,0.13323449441505,0.32172560035985953,162,248.43
2015-09-29,0.10723601977263512,0.3552202051622007,431,246.65
2015-09-30,0.11876440669280733,0.3773595313845059,941,248.4
2015-10-01,0.09729664101330766,0.34666808294586066,225,239.88
2015-10-02,0.08105465456859948,0.3227165043613296,372,247.57
2015-10-05,0.12641041524265204,0.36630278347383605,114,246.15
2015-10-06,0.05113840823002757,0.22773575400469326,132,241.46
2015-10-07,0.07889338739757265,0.23877545866831582,140,231.96
2015-10-08,0.05081242621015349,0.25201906328800266,132,226.72
2015-10-09,0.02953524027651936,0.24669986129288457,516,220.69
2015-10-12,0.047604984601737864,0.2856069045192421,154,215.58
2015-10-13,0.07409245516388371,0.23247507386793104,210,219.25
2015-10-14,0.05843750490149945,0.20408332973890045,368,216.88
2015-10-15,0.09988667187243122,0.2729842249790262,553,221.31
2015-10-16,0.09982873111964534,0.2979937556799861,443,227.01
2015-10-19,0.031112550948077265,0.2511975013290802,114,228.1
2015-10-20,0.05832895658263303,0.26521679573150164,408,213.03
2015-10-21,0.029360515453538696,0.2448109835900533,215,210.09
2015-10-22,0.051983733548330815,0.284548263071753,149,211.72
2015-10-23,0.03160777004196899,0.2984271665345609,284,209.09
2015-10-26,0.1103306102499651,0.2924663105711493,124,215.26
2015-10-27,0.11269740732855489,0.24551026955740077,122,210.35
2015-10-28,0.08679985337243405,0.31683854675790163,124,212.96
2015-10-29,0.10058196548821549,0.28319671069671065,90,211.63
2015-10-30,0.0710169848937965,0.2834324016026914,207,206.93
2015-11-02,0.07421843620297228,0.18760301840198756,97,213.79
2015-11-03,0.06498556968928063,0.24908185240685227,400,208.35
2015-11-04,0.04709612258558043,0.2896096289921591,249,231.63
2015-11-05,0.09998143541163022,0.3265466586083468,154,231.77
2015-11-06,0.10359164777021923,0.3299106934259995,245,232.36
2015-11-09,0.04403081939846645,0.36771940341793274,102,225.33
2015-11-10,0.09664324872658207,0.3092480821647488,78,216.5
2015-11-11,0.08389149430816098,0.2895662978996313,63,219.08
2015-11-12,0.11653739778739781,0.2846701138367806,81,212.94
2015-11-13,0.10372863812544046,0.33681025369978856,86,207.19
2015-11-16,0.020260180199204593,0.2397575053672615,41,214.31
2015-11-17,0.04068075117370892,0.25339201877934275,71,214.0
2015-11-18,0.05544416169416171,0.2562544281294281,74,221.07
2015-11-19,0.12741851050184383,0.316237012987013,90,221.8
2015-11-20,0.018633192356800804,0.2548194678712914,521,220.01
2015-11-23,0.061077967171717186,0.2912847222222223,80,217.75
2015-11-24,0.04639056679754355,0.3030281497141963,129,218.25
2015-11-25,0.09781952461119128,0.29892685786435785,120,229.64
2015-11-27,0.12095035723084506,0.30205455396004177,123,231.61
2015-11-30,0.11124914497479432,0.24912834279717397,77,230.26
2015-12-01,0.11523525432900437,0.32647430347430356,78,237.19
2015-12-02,0.11571981440145504,0.28897982804232814,72,231.99
2015-12-03,0.07682637182637184,0.4520587633087632,74,232.71
2015-12-04,0.11601487642969943,0.27610501879307187,226,230.38
2015-12-07,0.12006028789882955,0.2768725615947838,72,231.13
2015-12-08,0.09178894918331539,0.25634353257592696,71,226.72
2015-12-09,0.10519044447615875,0.27607927786499215,91,224.52
2015-12-10,0.05654933954933956,0.1858210955710956,130,227.07
2015-12-11,0.12044616331381036,0.30233239844759446,204,217.02
2015-12-14,0.10904829545454545,0.29373638731060603,64,218.58
2015-12-15,0.08796219618588041,0.28418547826442564,57,221.09
2015-12-16,0.04594446248196248,0.21660348124098125,100,234.51
2015-12-17,0.0911788677901959,0.2751762126762127,104,233.39
2015-12-18,0.10138280305963232,0.30335427445183544,123,230.46
2015-12-21,0.14289286814465654,0.3086462734053096,83,232.56
2015-12-22,0.15277201695806347,0.34172570108616623,86,229.95
2015-12-23,0.1307019600769601,0.4136848244348244,45,229.7
2015-12-24,0.144236559712596,0.3122826712723086,193,230.57
2015-12-28,0.03383125610948193,0.2976722873900292,62,228.95
2015-12-29,0.13941538941538947,0.2859287317620651,111,237.19
2015-12-30,0.09774132583834078,0.3839553315672719,67,238.09
2015-12-31,0.1342263347763348,0.34738689273689277,50,240.01
